Customer_No,Purchase,Dollars_Spent,Yearly_Income,Home_Value,Order_Frequency,Recency,Married,Name_Prefix,Age,Telemarket_Ind.,Rents_Apartment,Occupied_<1 yr,Domestic_Prod,Apparel_Purch,Leisure_Prod,Kitchen_Prod,Luxury_Items,Promo_1-7_mon,Promo_8-13_mon,County_Code,Total_Returns,Mens_Apparel,Flatware_Purch,Dishes_Purch,Home_Furniture,Lamps_Purch,Linens_Purch,Blankets_Purch,Towels_Purch,Outdoor_Prod,Coats_Purch,Ladies_Coats,Ladies_Apparel,His_Her_Apparel,Jewelry_Purch,Date_1st_Order,Telemarket_Ord,Account_Number,State_Code,Race,Heating_Type,Number_of_Cars,Number_of_Kids,Travel_Time,Education_Level,Job_Category,$_Value_per_Mailing,Total_Dining_kitch_dish_flat,Sex
988,1,2508,36100,87700,5.19,22,0,Ms,30,1,0,0,6,8,5,0,1,51,22,37,5,4,1,0,1,0,3,0,5,7,1,1,2,1,1,26/06/1998,1,1483483879,KY,1,2,2,2,21,2,1,34.35616438,1,female
989,1,188,27000,48800,1.51,1,1,None,27,1,0,1,1,0,0,1,0,35,29,0,-999,1,0,1,1,2,0,0,2,0,0,0,1,0,3,25/06/1998,0,1483813075,OH,1,2,1,0,14,2,11,2.9375,2,female
990,1,1062,53500,180700,5.41,16,1,Mr,33,1,0,0,1,8,4,2,1,97,58,0,5,1,2,0,0,0,0,1,0,4,0,1,5,2,1,23/05/1998,0,1483992671,NY,1,3,2,0,21,3,11,6.851612903,4,male
991,1,429,24500,67000,0.65,152,0,Ms,29,1,0,1,0,2,0,0,0,45,7,3,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,25/06/1998,0,1484105828,PA,1,2,1,0,24,3,16,8.25,0,female
992,1,2827,24100,86300,34.19,23,1,None,34,1,0,0,9,5,3,9,1,32,24,99,27,3,1,1,5,1,6,2,17,2,0,3,28,11,8,25/06/1998,3,1484250103,CA,1,2,1,0,19,1,11,50.48214286,11,female
993,1,310,26000,42000,1.52,151,1,Mr,29,1,0,0,0,1,0,0,0,27,26,45,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,25/06/1998,0,1484638612,MS,1,1,2,2,33,2,11,5.849056604,0,male
994,0,0,47900,87800,0.43,428,1,Ms,32,1,0,0,0,0,0,0,0,25,16,53,-999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25/06/1998,0,1485122905,MN,1,2,2,0,25,3,11,0,0,female
995,1,250,49200,190700,1.08,207,1,Ms,31,1,1,0,0,0,0,0,1,26,15,85,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24/06/1998,0,1485550071,NY,1,2,1,0,42,2,1,6.097560976,0,female
996,1,44,28500,70800,2.6,211,1,Ms,34,1,0,0,1,0,0,0,0,14,10,1,2,0,0,0,0,0,1,0,1,0,0,1,1,1,1,25/06/1998,0,1485590655,NM,1,2,2,0,17,3,16,1.833333333,0,female
997,1,0,0,0,0.65,639,1,Ms,15,1,0,1,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25/06/1998,0,1485849093,AE,2,1,0,1,0,1,1,0,0,female
998,1,133,26300,99300,1.74,179,0,Ms,20,1,0,0,2,0,0,0,0,48,21,81,-999,0,0,0,0,1,0,0,0,0,0,0,0,1,0,25/06/1998,0,1485973406,NC,1,2,1,0,16,3,11,1.927536232,0,female
999,1,43,39000,134600,1.09,275,0,Ms,25,1,0,0,0,0,0,0,0,50,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,25/06/1998,0,1486001579,CA,1,2,2,0,26,3,1,0.74137931,0,female
1000,1,56,48200,121500,0.65,136,0,Ms,26,0,0,0,0,0,1,0,0,25,21,111,-999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,25/06/1998,0,1486425596,IL,1,2,2,0,30,3,11,1.217391304,0,female
1001,0,142,40600,71400,0.43,84,0,None,29,1,0,1,2,0,0,0,0,0,0,35,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,25/06/1998,0,1486638305,OH,1,2,2,0,18,3,1,0,0,female
1002,0,387,43100,109900,5.27,7,1,Mrs,34,1,0,0,0,9,1,0,0,67,51,81,-999,0,1,0,5,0,3,0,3,2,0,1,14,0,0,25/06/1998,0,1486758020,IN,1,2,2,1,22,3,1,3.279661017,1,female
1003,1,301,46200,120800,1.76,38,1,Ms,33,1,0,0,2,3,1,0,0,22,1,125,5,0,0,0,1,0,0,0,1,0,0,0,3,0,0,25/06/1998,0,1487117598,MI,1,2,2,1,28,3,11,13.08695652,0,female
1004,1,0,29200,137700,1.1,623,0,Mrs,25,1,0,0,0,0,0,0,0,19,15,1,-999,0,0,0,0,1,0,0,3,0,0,0,0,0,0,24/06/1998,0,1487413609,CA,2,2,1,0,23,2,10,0,0,female
1005,1,2406,45400,81100,16,0,0,Mr,38,1,1,0,10,7,2,3,1,72,62,0,20,3,1,0,8,4,3,5,2,1,0,0,2,2,2,24/06/1998,0,1488365360,IA,1,2,2,0,16,3,16,17.95522388,4,male
1006,1,87,36400,262900,2.67,308,1,Ms,25,1,0,0,0,1,0,0,0,35,37,0,0,0,2,0,1,0,2,0,4,0,0,0,0,0,1,24/06/1998,0,1488474279,CA,1,2,1,3,24,3,16,1.208333333,2,female
1007,1,148,24100,39500,3.5,182,1,Mr,25,1,0,0,0,2,0,0,0,24,1,101,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,13/05/1998,0,1488810076,AL,1,2,2,0,19,2,2,5.92,0,male
1008,0,0,33400,73100,1.13,689,1,Mrs,34,1,0,0,0,0,0,0,0,21,15,119,-999,0,1,1,0,0,0,0,1,0,0,0,0,1,0,23/06/1998,0,1489544070,NC,1,1,2,1,20,2,1,0,2,female
1009,1,759,29200,134500,3.4,52,0,Ms,31,1,0,0,0,8,0,0,0,59,31,17,1,0,0,0,2,0,0,1,1,2,2,3,7,0,2,23/06/1998,0,1489625192,NJ,1,2,1,0,22,1,1,8.433333333,0,female
1010,0,174,0,0,0.68,228,1,Ms,23,1,0,1,0,3,0,0,0,22,3,0,0,0,0,0,2,1,1,0,0,0,0,0,3,0,0,23/06/1998,0,1489726289,OH,2,1,0,2,0,1,1,6.96,0,female
1011,0,446,28900,56700,3.4,79,1,Ms,26,1,0,1,2,0,0,0,1,64,51,0,4,0,1,0,2,1,0,0,0,1,0,0,0,0,1,23/06/1998,0,1490165980,NY,1,3,2,4,14,2,11,3.87826087,1,female
1012,0,161,20500,30800,2.27,185,1,Ms,41,1,0,1,2,0,1,0,0,59,42,6,-999,1,0,0,0,0,1,0,2,1,1,0,0,0,0,23/06/1998,0,1490415468,NM,1,2,2,4,12,2,16,1.594059406,0,female
1013,0,84,22700,41700,0.45,199,1,Mr,26,1,0,1,1,0,0,1,0,23,0,0,-999,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23/06/1998,0,1490529516,MS,1,1,2,4,17,2,11,3.652173913,2,male
1014,1,97,27100,38700,0.91,89,1,Mr,35,1,0,0,0,1,1,0,0,33,19,79,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,23/06/1998,0,1490883970,OH,1,3,2,0,25,2,16,1.865384615,0,male
1015,1,274,14000,16300,1.36,295,1,Ms,34,1,1,0,1,0,2,0,0,48,41,163,-999,1,0,0,0,0,1,0,2,2,1,0,0,0,0,22/06/1998,0,1491120331,MI,1,2,1,1,26,1,11,3.078651685,0,female
1016,0,146,37600,160000,3.42,14,1,Mr,31,1,0,1,0,2,0,2,0,58,37,65,5,0,1,0,1,1,1,0,2,3,0,0,0,2,0,23/06/1998,0,1491671804,CA,1,2,2,5,32,3,14,1.536842105,3,male
1017,0,580,34700,101200,1.59,212,0,Mr,27,1,1,1,8,0,0,0,0,15,19,33,3,0,0,0,0,0,8,0,1,0,0,0,0,0,1,23/06/1998,0,1491707236,WA,1,1,2,0,24,3,11,17.05882353,0,male
1018,1,0,30700,59900,5.47,373,0,Ms,28,1,0,1,0,0,0,0,0,15,1,0,20,0,3,1,2,0,2,0,6,1,3,1,2,1,0,23/06/1998,0,1491749287,NC,1,3,2,4,19,2,11,0,4,female
1019,0,280,34200,50000,1.82,25,1,Mr,32,1,0,0,0,0,1,0,0,9,2,0,-999,0,0,0,4,1,0,0,1,1,0,0,1,0,0,23/06/1998,0,1492013352,SC,1,1,2,0,20,2,11,25.45454546,0,male
1020,0,0,24800,123300,0.68,650,0,None,24,1,0,0,0,0,0,0,0,24,15,37,-999,0,1,0,0,0,0,0,2,0,0,0,0,0,0,23/06/1998,0,1492063068,CA,4,2,1,0,31,1,11,0,1,female
1021,1,1330,26800,50600,3.2,137,1,Ms,40,1,0,0,9,0,1,2,0,65,46,117,3,0,2,2,5,0,2,0,1,1,0,0,0,0,0,21/06/1998,0,1492134968,OK,1,2,2,3,13,3,1,11.98198198,6,female
1022,1,166,23300,106200,1.59,189,0,Ms,33,1,0,1,0,2,0,0,0,23,5,81,-999,0,0,0,0,0,0,0,0,1,0,3,0,1,0,15/06/1998,0,1492153406,NY,2,2,1,0,42,2,1,5.928571429,0,female
1023,1,521,23600,38800,1.83,266,1,Mr,23,1,0,0,0,0,0,0,1,43,17,41,-999,1,1,0,0,1,0,0,2,0,0,0,1,0,0,21/06/1998,0,1492321201,LA,1,2,2,1,13,1,16,8.683333333,1,male
1024,0,1552,31900,225600,6.4,210,1,Mr,33,1,0,1,0,1,4,0,0,50,43,1,4,4,1,0,0,0,0,0,1,2,0,0,0,0,1,23/06/1998,0,1492642549,AP,1,2,1,0,19,3,12,16.68817204,1,male
1025,0,913,24100,39700,1.37,176,1,Ms,34,1,0,0,1,1,0,0,0,38,26,115,-999,0,1,0,0,0,0,0,2,1,0,0,0,0,1,21/06/1998,0,1493306292,OH,1,2,2,2,19,2,11,14.265625,1,female
1026,0,42,38200,78900,2.75,352,1,Ms,28,1,0,0,1,0,0,0,0,32,23,33,3,1,0,0,0,0,0,0,1,0,1,0,2,1,3,22/06/1998,0,1493671679,MD,2,2,1,0,30,2,6,0.763636364,0,female
1027,1,0,42100,86500,1.37,393,1,None,42,1,0,0,0,0,0,0,0,20,0,53,-999,0,0,0,2,0,0,0,0,1,0,0,1,0,0,22/06/1998,0,1493830390,NY,1,3,2,0,19,3,11,0,0,female
1028,1,236,47900,184200,5.97,36,0,Ms,33,1,0,0,1,0,0,0,0,54,51,31,-999,0,0,0,0,0,0,0,2,0,1,0,9,0,2,22/06/1998,0,1494026402,NJ,1,3,2,0,42,3,1,2.247619048,0,female
1029,1,92,53200,104000,0.69,89,1,Ms,39,1,0,0,0,1,0,1,0,4,0,135,-999,0,1,0,0,0,0,0,0,0,0,0,1,0,0,22/06/1998,0,1495164533,GA,1,2,2,0,33,3,1,23,2,female
1030,1,1569,26700,60400,4.84,18,0,Mr,34,1,0,0,3,0,6,4,0,80,47,61,-999,0,2,0,1,2,0,0,0,4,0,0,0,0,1,22/06/1998,1,1495295584,OH,1,2,2,0,18,2,16,12.35433071,6,male
1031,1,554,31300,91800,3.93,207,0,Ms,16,1,0,1,1,1,1,3,0,49,31,0,1,0,1,1,1,1,2,1,2,0,0,0,1,1,1,21/06/1998,0,1495954859,FL,1,1,1,0,13,3,16,6.925,5,female
1032,0,0,37100,153300,1.38,1017,1,None,26,1,0,0,0,0,0,0,0,28,32,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,21/06/1998,0,1495973776,CA,4,2,2,0,25,1,11,0,0,female
1033,1,80,34700,44500,0.69,194,1,Mrs,28,1,0,0,0,0,0,1,0,19,5,119,-999,0,1,1,0,1,0,0,0,0,0,0,0,0,0,20/06/1998,0,1496523851,IL,1,2,2,0,23,1,11,3.333333333,3,female
1034,1,350,57400,143600,2.08,175,0,Ms,38,1,0,1,0,0,1,0,0,43,38,1,-999,0,0,0,2,0,1,0,0,0,0,0,0,0,0,22/06/1998,0,1496672104,NY,1,2,2,0,20,3,1,4.320987654,0,female
1035,0,0,25400,79900,1.63,471,1,Mr,30,1,1,0,0,0,0,0,0,41,30,25,5,1,0,0,0,1,0,0,2,2,0,0,0,0,1,15/06/1998,0,1497912525,FL,1,1,1,0,23,2,1,0,0,male
1036,1,322,56200,222200,5.36,17,0,Mr,28,1,0,0,2,0,0,2,0,41,34,111,8,1,1,0,0,2,0,0,3,1,0,0,0,0,2,21/06/1998,0,1497923332,CA,1,2,2,0,31,3,11,4.293333333,3,male
1037,1,59,28800,42200,1.16,151,1,Ms,27,1,0,0,0,0,0,1,0,33,25,43,-999,0,0,0,1,0,0,0,1,0,0,0,0,0,0,21/06/1998,0,1498130812,NE,1,2,2,0,19,3,11,1.017241379,1,female
1038,1,810,18700,0,6.06,15,1,Ms,34,1,1,0,2,4,1,2,0,82,60,17,-999,0,0,1,0,3,0,0,0,1,0,0,2,2,4,21/06/1998,0,1498201332,MA,1,1,1,0,17,1,11,5.704225352,3,female
1039,0,314,28100,67500,1.63,15,1,Ms,30,1,0,0,1,0,0,0,0,20,38,710,-999,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21/06/1998,0,1498583317,VA,1,2,2,3,24,3,1,5.413793103,1,female
1040,0,233,30200,52500,2.33,33,1,Ms,30,1,0,0,1,0,1,0,0,4,0,31,-999,0,0,0,1,0,1,0,0,1,0,0,2,0,1,21/06/1998,0,1498583531,FL,1,1,2,4,19,2,16,58.25,0,female
1041,0,238,18500,87000,3.74,17,0,Mr,34,0,0,0,0,0,1,0,1,51,36,5,-999,0,0,0,0,1,1,2,0,0,0,0,0,1,0,21/06/1998,0,1499103958,MA,1,2,1,0,16,1,11,2.735632184,0,male
1042,0,0,30900,67100,1.17,488,1,None,28,1,0,0,0,0,0,0,0,23,20,185,1,0,0,0,6,0,0,0,0,0,0,0,3,0,0,21/06/1998,0,1499508073,GA,1,1,2,0,19,2,11,0,0,female
1043,1,967,20900,66100,2.57,4,1,Ms,17,1,0,1,0,1,3,0,0,44,16,29,-999,0,0,0,3,2,5,0,2,0,0,0,0,0,1,21/06/1998,0,1499680179,MO,1,1,2,0,30,2,7,16.11666667,0,female
1044,1,563,19600,32200,1.87,38,1,Mrs,26,1,0,0,0,0,1,1,0,24,25,7,-999,0,1,0,1,0,1,0,0,1,0,0,0,2,2,21/06/1998,0,1500242969,SC,1,2,2,0,22,1,11,11.48979592,2,female
1045,1,94,37900,52600,1.87,57,0,Ms,31,1,0,0,0,1,0,0,0,12,18,105,-999,0,0,0,0,0,0,0,0,2,0,0,2,0,0,21/06/1998,0,1500276843,WI,1,2,2,2,12,2,11,3.133333333,0,female
1046,0,297,0,0,5.41,74,0,Ms,24,1,0,0,3,0,0,1,1,83,68,0,-999,0,0,0,2,0,1,1,1,4,0,0,1,1,1,21/06/1998,0,1501287849,OR,2,1,0,0,0,1,1,1.966887417,1,female
1047,0,0,29200,185100,0.7,939,1,Mr,29,1,0,0,0,0,0,0,0,37,39,85,-999,1,0,0,0,0,3,0,0,0,0,0,0,0,0,21/06/1998,0,1501340994,CA,4,2,1,1,22,1,1,0,0,male
1048,1,250,36700,58500,2.4,46,1,Ms,34,1,0,0,3,0,0,0,0,21,0,35,-999,0,0,0,0,0,3,0,0,0,0,0,1,0,0,16/05/1998,0,1501433989,ND,1,2,2,0,13,3,16,11.90476191,0,female
1049,0,643,40100,94200,4.26,14,1,Ms,25,1,0,0,12,0,0,0,0,70,35,41,3,0,1,0,10,0,6,0,1,1,0,0,0,0,0,21/06/1998,0,1501913386,CO,1,2,2,0,24,3,1,6.123809524,1,female
1050,0,2460,32400,62200,3.08,16,1,Ms,27,1,0,0,1,0,4,0,0,54,37,0,4,0,0,0,0,0,0,0,1,4,0,0,0,0,1,21/06/1998,0,1502238726,NY,1,3,2,0,17,2,11,27.03296703,0,female
1051,1,293,37200,127600,2.13,12,1,Mr,33,1,0,1,0,0,1,0,0,31,2,91,-999,2,1,0,1,0,0,0,0,1,0,0,0,0,0,21/06/1998,0,1502498569,PA,1,2,2,1,19,3,11,8.878787879,1,male
1052,1,288,26600,69300,2.13,57,1,Mrs,31,0,0,0,1,0,2,0,1,55,37,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,2,20/06/1998,0,1502575747,TN,1,1,2,0,19,1,16,3.130434783,0,female
1053,0,295,32800,54200,2.37,36,1,Mrs,42,1,0,1,3,0,3,0,0,54,19,163,5,0,0,0,0,0,1,0,4,1,0,0,0,0,0,20/06/1998,0,1503132373,IA,1,3,2,3,21,3,13,4.04109589,0,female
1054,0,0,23000,44300,0.95,401,1,Ms,27,1,0,0,0,0,0,0,0,19,22,0,-999,0,0,0,0,0,0,0,0,3,0,0,0,0,0,20/06/1998,0,1503170795,FL,1,1,2,9,18,2,16,0,0,female
1055,0,38,68200,157300,1.19,717,1,Ms,39,1,0,1,0,0,0,1,0,28,25,397,-999,0,1,1,0,0,0,0,2,0,0,0,0,0,0,21/06/1998,0,1503446807,TX,1,1,3,6,27,3,15,0.716981132,3,female
1056,0,134,26900,54300,1.19,186,1,Mr,29,1,0,0,2,0,0,0,0,32,15,0,-999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21/06/1998,0,1503541128,PA,1,4,2,0,13,1,11,2.85106383,0,male
1057,1,0,32600,153800,2.63,393,1,None,34,1,0,1,0,0,0,0,0,50,31,31,6,0,1,0,0,0,1,0,1,0,0,1,2,0,0,20/06/1998,0,1504025162,NJ,1,2,1,1,18,1,14,0,1,female
1058,0,215,28000,119700,4.02,23,0,Ms,29,1,0,0,1,1,0,0,0,41,49,81,-999,0,1,1,4,0,2,0,5,1,0,0,2,0,2,19/06/1998,1,1504289131,NY,4,3,1,0,48,2,11,2.388888889,2,female
1059,0,210,12000,20500,1.92,37,1,Mr,34,1,0,1,5,0,0,0,0,36,30,169,6,2,0,0,7,0,0,0,0,0,0,0,0,0,0,15/06/1998,0,1505079309,KS,1,2,1,0,14,2,16,3.181818182,0,male
1060,0,0,39300,269900,0.96,657,0,Mr,33,1,1,0,0,0,0,0,0,31,28,85,-999,0,1,0,1,0,1,0,0,0,0,0,0,0,1,20/06/1998,0,1506317575,CA,1,2,1,0,19,3,11,0,1,male
1061,1,0,0,0,0.48,713,1,Ms,19,0,0,0,0,0,0,0,0,6,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20/06/1998,0,1506411659,AE,2,1,0,0,0,1,1,0,1,female
1062,1,56,23800,42200,1.21,156,1,Ms,25,1,0,0,1,0,0,0,0,24,16,169,-999,0,1,0,0,1,0,0,0,0,0,0,0,0,0,19/06/1998,0,1507591640,OH,1,2,2,0,12,2,11,1.4,1,female
1063,0,323,27000,170800,1.21,9,1,Ms,33,1,0,0,0,0,1,0,0,50,30,37,-999,0,1,0,0,0,0,0,0,0,0,0,0,0,1,19/06/1998,0,1508125950,CA,4,2,1,0,22,1,11,4.0375,1,female
1064,0,44,22500,49700,1.21,196,0,Mr,21,1,0,0,0,0,0,0,0,27,17,99,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19/06/1998,0,1508173091,FL,1,1,1,0,19,3,16,1,0,male
1065,0,0,22300,40900,0.97,911,1,Ms,31,1,0,0,0,0,0,0,0,1,0,113,-999,0,0,0,2,0,1,0,2,0,0,0,0,0,0,19/06/1998,0,1508387816,OH,1,2,1,5,14,2,11,0,0,female
1066,1,644,35600,66000,1.7,16,1,None,27,1,0,0,3,0,1,2,0,23,17,0,-999,0,1,1,5,0,1,0,0,0,0,0,0,0,0,19/06/1998,0,1508595756,OK,1,2,2,0,22,3,14,16.1,4,female
1067,0,44,32900,76500,0.49,56,1,Mr,29,1,0,0,1,0,0,0,0,1,0,71,-999,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19/06/1998,0,1509235592,CA,1,2,2,0,30,3,16,44,0,male
1068,0,0,51100,87900,2.45,515,1,Ms,42,1,0,0,0,0,0,0,0,21,23,17,0,0,2,0,2,0,0,0,0,2,0,0,1,0,0,19/06/1998,0,1509389894,OK,1,1,2,3,24,3,11,0,2,female
1069,1,102,22800,61500,2.46,46,0,Ms,34,1,0,0,1,1,0,0,0,35,28,73,6,0,1,0,0,2,0,0,0,1,0,0,0,1,0,19/06/1998,0,1510363177,LA,1,2,1,1,19,3,14,1.619047619,1,female
1070,0,0,32700,58500,0.74,591,1,Ms,26,1,0,0,0,0,0,0,0,19,10,153,-999,0,0,0,0,0,0,1,2,1,0,0,0,0,0,19/06/1998,0,1510550492,OH,1,2,2,0,14,3,11,0,0,female
1071,1,3439,25200,145200,9.9,46,1,Mr,32,1,1,0,6,6,4,2,1,31,41,0,29,4,0,0,1,6,0,0,1,0,0,0,0,0,4,18/06/1998,0,1511073635,MA,2,2,1,0,25,2,1,47.76388889,2,male
1072,0,352,26900,32000,1.72,8,1,Mr,29,1,0,0,2,1,0,1,0,38,34,81,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18/06/1998,1,1511260018,MI,1,2,2,0,15,2,11,4.888888889,1,male
1073,1,430,22300,65000,3.72,187,0,Ms,29,1,0,0,2,2,0,0,0,54,23,31,0,0,0,0,1,0,8,0,5,0,2,0,0,0,6,18/06/1998,0,1511347823,IL,2,2,1,0,35,3,1,5.584415584,0,female
1074,1,44,22800,60100,1.98,245,1,Ms,25,1,0,0,1,0,0,0,0,46,36,31,5,0,0,0,0,0,0,1,0,0,0,0,1,3,0,18/06/1998,0,1511372649,CO,4,2,1,0,17,2,1,0.536585366,0,female
1075,1,0,17500,34700,2.48,549,0,None,27,1,0,0,0,0,0,0,0,34,22,85,1,0,2,0,0,0,0,1,1,0,0,0,0,0,2,18/06/1998,0,1511736314,WI,1,2,1,0,10,3,16,0,2,female
1076,1,123,38700,136900,1.45,325,0,Ms,26,1,0,1,0,2,0,0,0,39,17,0,1,2,1,0,0,0,0,0,1,2,1,0,1,0,0,09/06/1998,0,1512103605,NY,1,3,2,0,19,3,4,2.196428571,1,female
1077,1,106,31600,57700,1.25,1,1,Ms,26,1,0,0,0,1,0,0,0,13,3,0,-999,0,1,0,0,0,1,0,0,0,0,0,0,0,1,18/06/1998,0,1512545581,NC,1,3,2,0,20,2,11,6.625,1,female
1078,0,55,59900,227000,1.25,233,0,Ms,43,1,0,0,0,0,0,0,0,25,13,103,-999,0,0,0,2,0,0,2,0,0,0,0,0,0,0,18/06/1998,0,1513070993,NY,1,3,2,0,24,3,4,1.447368421,0,female
1079,1,3957,23700,45200,17.08,10,1,Mrs,24,1,0,1,13,6,4,5,1,50,54,109,4,2,2,1,15,0,2,0,8,1,0,0,8,2,5,18/06/1998,0,1513362119,TN,1,1,1,0,10,2,11,38.04807692,8,female
1080,1,815,22200,90800,4.78,51,0,Ms,32,1,1,0,2,0,1,0,1,77,54,37,6,0,0,0,9,0,1,0,1,0,0,0,0,1,3,18/06/1998,0,1513697282,CA,2,2,1,0,31,3,1,6.221374046,0,female
1081,0,211,26000,60400,1.51,33,1,Ms,30,1,0,0,2,0,1,1,0,47,8,143,-999,0,0,0,0,0,1,0,2,1,0,0,0,0,0,18/06/1998,0,1514068392,OK,1,2,1,7,15,3,15,3.836363636,1,female
1082,1,436,22700,45500,9.11,2,1,Mrs,31,1,0,0,5,0,0,2,0,24,0,13,3,1,1,0,10,1,9,0,4,1,1,0,0,4,3,18/06/1998,0,1514579950,TN,1,1,2,2,15,1,11,18.16666667,3,female
1083,1,2896,46500,154900,7.08,14,1,None,32,1,0,1,6,1,0,0,1,79,63,103,4,0,0,0,2,0,9,3,9,5,1,0,2,0,0,17/06/1998,0,1514658283,NY,1,3,2,0,20,3,1,20.3943662,0,female
1084,0,429,19300,45200,2.53,35,1,Ms,28,1,0,1,0,0,3,0,0,8,0,45,-999,0,0,0,0,0,2,0,0,1,1,0,1,0,1,18/06/1998,0,1514665965,ID,1,1,1,0,11,3,16,53.625,0,female
1085,0,0,27900,25400,1.52,399,0,Mr,34,1,0,0,0,0,0,0,0,31,23,163,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,17/06/1998,0,1515459061,MI,1,2,2,1,18,2,1,0,0,male
1086,1,4904,24400,39000,3.81,171,1,Ms,27,1,0,1,12,9,6,1,1,9,7,139,-999,2,2,0,1,0,7,6,3,4,1,1,1,3,1,17/06/1998,0,1515514683,MO,1,1,2,0,19,2,11,306.5,3,female
1087,0,29,19400,27500,2.03,421,1,Mrs,31,1,0,0,1,0,0,0,0,38,27,9,-999,0,1,0,1,0,1,0,1,1,0,0,1,0,0,16/06/1998,0,1515600441,OK,1,2,1,3,10,2,16,0.446153846,1,female
1088,0,204,18800,50900,0.76,163,1,None,35,1,0,0,4,0,0,0,0,29,0,25,-999,0,1,0,2,0,2,0,0,0,0,0,0,0,0,17/06/1998,0,1515629424,TX,1,1,1,2,13,3,1,7.034482759,1,female
1089,0,42,25700,67700,1.28,66,0,Ms,15,1,0,1,1,0,0,0,0,2,2,61,1,0,0,0,2,0,0,0,2,0,1,0,0,0,0,17/06/1998,0,1517405146,NM,1,2,1,0,19,3,4,10.5,0,female
1090,1,544,18800,33000,2.32,51,0,Mr,31,1,0,0,2,0,1,0,0,61,45,3,-999,1,1,0,2,0,0,0,0,1,0,0,0,0,0,16/06/1998,0,1517721021,PA,1,2,1,0,17,2,1,5.132075472,1,male
1091,0,245,35600,59600,4.13,81,1,Ms,39,1,0,0,2,0,1,0,0,69,53,235,-999,0,1,0,0,0,0,0,0,1,0,0,1,0,1,15/06/1998,0,1518053572,GA,1,1,2,2,11,2,14,2.008196721,1,female
1092,1,544,29100,165100,1.55,10,1,None,16,1,0,0,0,2,3,0,0,26,3,9,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15/06/1998,0,1518170897,MA,1,3,1,1,15,1,11,18.75862069,0,female
1093,0,0,29000,60500,1.03,392,0,Ms,34,1,0,0,0,0,0,0,0,36,20,0,-999,0,0,0,2,0,4,0,0,0,0,0,0,0,0,16/06/1998,0,1519046955,UT,1,2,2,0,18,3,1,0,0,female
1094,0,678,34500,46100,3.39,164,0,None,34,1,0,0,1,0,1,0,1,57,45,163,9,0,0,0,2,0,1,0,2,1,0,0,1,0,2,16/06/1998,0,1519321853,MI,1,2,2,1,21,2,11,6.647058824,0,female
1095,0,43,16500,34100,0.52,87,1,Mr,30,1,0,0,0,0,1,0,0,3,0,59,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16/06/1998,0,1519771008,CA,1,2,1,0,8,3,16,14.33333333,0,male
1096,0,98,20600,49200,0.78,86,0,Ms,34,0,0,0,1,0,0,0,0,11,0,49,-999,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16/06/1998,0,1520606771,OH,1,2,1,0,21,3,1,8.909090909,0,female
1097,0,211,21500,44300,2.89,200,1,Mr,32,1,0,1,2,0,1,1,0,60,37,101,-999,0,2,0,0,1,2,0,2,1,0,0,0,0,0,15/06/1998,0,1520730662,CO,1,2,2,2,19,3,11,2.175257732,3,male
1098,1,138,22500,19800,1.31,80,1,Mr,27,1,0,0,0,0,0,0,1,23,23,0,-999,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16/06/1998,0,1520836279,KS,1,2,2,0,23,2,11,3,0,male
1099,0,86,27800,53600,2.38,200,1,None,28,1,0,0,0,0,0,0,0,25,0,75,1,0,0,0,1,1,0,0,2,0,0,2,1,0,0,15/06/1998,0,1521263010,VA,1,3,1,0,16,2,11,3.44,0,female
1100,0,125,0,0,0.79,121,1,Mr,22,1,0,0,0,1,0,0,0,26,21,0,-999,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15/06/1998,0,1522008380,CA,2,1,0,0,0,1,1,2.659574468,0,male
1101,1,1912,32900,51900,3.18,179,0,None,28,1,0,1,1,0,1,1,0,18,31,31,-999,0,0,1,0,0,0,0,1,4,0,0,0,0,2,15/06/1998,0,1522107208,FL,1,1,2,0,22,3,1,39.02040816,2,female
